0   1.00531   0
1   0.962884   -0.24986
2   0.841982   -0.468531
3   0.660594   -0.630008
4   0.445131   -0.717693
5   0.225793   -0.726863
6   0.03139   -0.664966
7   -0.115406   -0.549735
8   -0.201506   -0.405548
9   -0.224945   -0.258774
10   -0.194311   -0.13303
11   -0.126273   -0.045253
12   -0.0417827   -0.00330054
13   0.0382344   -0.00543772
14   0.096834   -0.0417074
15   0.123896   -0.0967788
16   0.117365   -0.153607
17   0.0827589   -0.197107
18   0.0311742   -0.217088
19   -0.0236918   -0.209905
20   -0.0687938   -0.178578
21   -0.0945654   -0.131461
22   -0.0967422   -0.0798747
23   -0.0768643   -0.0352831
24   -0.0414456   -0.00666139
25   -8.95892e-05   0.00136687
26   0.0369528   -0.0107305
27   0.061198   -0.037868
28   0.0677724   -0.0718411
29   0.0563011   -0.103444
30   0.0307003   -0.12468
31   -0.00201377   -0.130559
32   -0.0335648   -0.120079
33   -0.0564429   -0.0962242
34   -0.0656366   -0.0650282
35   -0.059681   -0.0339715
36   -0.0408153   -0.010125
37   -0.0142563   0.00151327
38   0.0131959   -0.000893983
39   0.0348589   -0.015738
40   0.0457609   -0.038512
41   0.0437516   -0.0630236
42   0.0298905   -0.0829543
43   0.00805176   -0.0933815
44   -0.0161276   -0.0919007
45   -0.0366776   -0.0790986
46   -0.0487468   -0.0582898
47   -0.0497278   -0.0346088
48   -0.0398005   -0.0137001
49   -0.0217837   -0.000335006
50   -0.000356824   0.00271035
51   0.0191382   -0.00474404
52   0.0320139   -0.0203286
53   0.0353502   -0.0397848
54   0.0286438   -0.0580598
55   0.0138512   -0.0705575
56   -0.00516384   -0.0742396
57   -0.023628   -0.068314
58   -0.0370459   -0.0543592
59   -0.0422843   -0.0358699
60   -0.0382947   -0.0173508
61   -0.0263091   -0.00319193
62   -0.00947662   0.00339678
63   0.00795541   0.00113546
64   0.0217053   -0.00906538
65   0.0285012   -0.0243837
66   0.0268528   -0.0408223
67   0.01737   -0.0542129
68   0.00256269   -0.0612369
69   -0.0138172   -0.0602139
70   -0.0277206   -0.0514736
71   -0.0357966   -0.0372284
72   -0.0361946   -0.0209907
73   -0.0289832   -0.00668614
74   -0.0160912   0.00231466
75   -0.000797132   0.00400745
76   0.0131003   -0.00178418
77   0.0222214   -0.0134032
78   0.0244232   -0.027801
79   0.0192987   -0.0413103
80   0.00824317   -0.0505536
81   -0.00592199   -0.0532638
82   -0.0196656   -0.048818
83   -0.0296237   -0.0383591
84   -0.0334197   -0.024485
85   -0.0302281   -0.0105865
86   -0.0209498   -4.03888e-06
87   -0.00796233   0.00478917
88   0.00548735   0.00277804
89   0.0160916   -0.00536989
90   0.0212928   -0.017495
91   0.0198981   -0.0304982
92   0.0123494   -0.0411139
93   0.00059091   -0.0467127
94   -0.0124303   -0.0459354
95   -0.0235006   -0.0390068
96   -0.0299306   -0.0276581
97   -0.0302067   -0.0146805
98   -0.0243449   -0.00322742
99   -0.0138662   0.00396372
100   -0.00140298   0.00523599
101   0.00996037   0.00040456
102   0.0174491   -0.00921735
103   0.0192738   -0.0211596
104   0.0150564   -0.0324149
105   0.00590504   -0.0401824
106   -0.00587578   -0.0425512
107   -0.0173642   -0.038958
108   -0.0257444   -0.0303087
109   -0.028995   -0.0187393
110   -0.0263756   -0.00707866
111   -0.0185932   0.00185315
112   -0.00761324   0.00593521
113   0.00383627   0.00425802
114   0.0129411   -0.00266681
115   0.0174913   -0.013047
116   0.0164166   -0.0242622
117   0.0100366   -0.0335146
118   -3.1494e-05   -0.038516
119   -0.0112821   -0.0380437
120   -0.020944   -0.0322294
121   -0.0266617   -0.0225139
122   -0.0270691   -0.0112812
123   -0.0221143   -0.00126603
124   -0.0130603   0.0051197
125   -0.002164   0.00637493
126   0.00788622   0.00226898
127   0.0146326   -0.00611318
128   0.0164484   -0.0166481
129   0.0129289   -0.0267032
130   0.00498065   -0.0337856
131   -0.00541185   -0.0361519
132   -0.015681   -0.0332292
133   -0.0233097   -0.0257457
134   -0.0264477   -0.0155421
135   -0.0243596   -0.00511184
136   -0.0175961   0.00301444
137   -0.00784957   0.00688929
138   0.00246913   0.00562098
139   0.0108265   -0.000415898
140   0.0151876   -0.00968142
141   0.0145112   -0.0198558
142   0.00899731   -0.0284132
143   2.97919e-05   -0.0332414
144   -0.0101708   -0.0331564
145   -0.0190965   -0.0281862
146   -0.0245684   -0.0195555
147   -0.0252673   -0.00937804
148   -0.0210519   -0.000133279
149   -0.0129852   0.00594305
